City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
289,Lethem,3.3803,-59.7968,80.19,67,57,12.37,GY
290,Tambopata,-12.7333,-69.1833,73.29,68,0,4.61,PE
291,Provideniya,64.3833,-173.3,30.85,95,100,15.64,RU
292,Poum,-20.2333,164.0167,78.73,62,29,4.12,NC
293,High Level,58.5169,-117.136,10.51,85,100,16.11,CA
294,Esil,51.9556,66.4042,62.17,33,39,9.24,KZ
295,Cayenne,4.9333,-52.3333,84.09,4,40,13.8,GF
296,Sale,34.0389,-6.8166,85.64,44,78,6.91,MA
297,Batabano,22.7164,-82.2881,70.41,76,2,9.35,CU
298,Ampanihy,-24.7,44.75,92.25,35,4,12.33,MG
299,Springdale,36.1867,-94.1288,49.73,84,100,17.27,US
300,Tefe,-3.3542,-64.7114,77.11,94,0,3.44,BR
301,Beidao,34.5686,105.8933,54.5,31,100,3.71,CN
302,Chernyshevskiy,63.0128,112.4714,35.35,99,100,10.0,RU
303,Lompoc,34.6391,-120.4579,52.79,92,100,5.75,US
304,Gigmoto,13.7796,124.39,77.76,87,67,7.7,PH
305,Llangefni,53.2556,-4.3106,64.18,52,0,17.27,GB
306,Chara,56.9064,118.2631,25.63,93,100,2.01,RU
307,Acajutla,13.5928,-89.8275,79.9,75,60,5.79,SV
308,Havre-Saint-Pierre,50.2334,-63.5986,34.16,86,100,8.05,CA
309,Asau,46.4333,26.4,43.72,58,100,10.89,RO
310,Banjar,-8.19,114.9675,80.55,89,100,2.06,ID
311,Berlevag,70.8578,29.0864,37.2,92,100,16.67,NO
312,Bogorodskoye,56.55,37.8833,41.02,50,40,13.49,RU
313,Ede,52.0333,5.6583,64.98,38,75,9.22,NL
314,Windsor,42.3001,-83.0165,32.22,69,100,10.36,CA
315,Leshukonskoye,64.8989,45.7622,34.54,98,100,10.13,RU
316,Koumra,8.9126,17.5539,105.66,20,11,4.03,TD
317,Milkovo,54.7167,158.6167,25.68,87,100,1.59,RU
318,Portobelo,9.55,-79.65,79.95,85,98,7.29,PA
319,Kermanshah,34.3142,47.065,70.7,7,20,13.8,IR
320,Zhongshu,24.5167,103.7667,57.51,94,83,5.93,CN
321,Oistins,13.0667,-59.5333,78.89,83,75,17.27,BB
322,Avera,33.194,-82.5271,64.54,91,83,4.97,US
323,Grand Forks,47.9417,-97.4337,18.79,86,100,5.75,US
324,Namatanai,-3.6667,152.4333,81.34,76,97,9.82,PG
325,Quang Ngai,15.1167,108.8,75.22,91,65,3.83,VN
326,Lima,-12.0432,-77.0282,61.05,88,100,5.75,PE
327,Zherdevka,51.8486,41.4606,50.11,81,99,4.81,RU
328,Makakilo City,21.3469,-158.0858,72.01,72,0,6.91,US
329,Taltal,-25.4,-70.4833,62.35,69,6,4.63,CL
330,Nanortalik,60.1432,-45.2371,30.25,80,100,5.7,GL
331,Coihueco,-36.6167,-71.8333,54.0,51,2,1.32,CL
332,Dublin,37.7021,-121.9358,46.26,90,0,5.75,US
333,Oksfjord,70.2396,22.3479,44.67,98,100,7.54,NO
334,Tsabong,-26.0217,22.401,77.97,46,22,8.88,BW
335,Kungurtug,50.5994,97.5228,38.37,86,10,1.86,RU
336,Nabire,-3.3667,135.4833,78.22,88,100,2.64,ID
337,Canon City,38.441,-105.2424,49.98,61,0,4.0,US
338,Kutno,52.2306,19.3641,51.57,42,56,7.31,PL
339,Padang,-0.9492,100.3543,82.45,83,55,0.92,ID
340,Berezovyy,51.6667,135.7,23.02,95,99,4.09,RU
341,Faanui,-16.4833,-151.75,81.1,72,15,13.24,PF
342,Shingu,33.7333,135.9833,58.71,90,73,7.96,JP
343,Pemberton,50.3164,-122.8027,32.92,91,67,2.42,CA
344,La Ronge,55.1001,-105.2842,21.45,68,20,2.3,CA
345,Praia,14.9215,-23.5087,73.47,70,63,12.48,CV
346,Kapit,2.0167,112.9333,75.81,97,87,0.43,MY
347,Hambantota,6.1241,81.1185,79.14,89,88,4.61,LK
348,Valera,9.3178,-70.6036,71.62,96,100,1.16,VE
349,Taperoa,-7.2075,-36.8267,77.4,74,47,7.58,BR
350,Copiapo,-27.3667,-70.3333,63.16,55,0,1.05,CL
351,Torbay,47.6666,-52.7314,46.89,68,100,11.5,CA
352,Valdivia,-39.8142,-73.2459,47.57,92,41,1.61,CL
353,Misratah,32.3754,15.0925,65.26,69,43,26.8,LY
354,Koslan,63.4564,48.8989,36.23,83,100,10.33,RU
355,Cangas,42.2641,-8.7846,69.4,53,0,6.91,ES
356,Gao,16.6362,1.637,90.93,9,90,15.35,ML
357,Tchibanga,-2.85,11.0333,93.34,52,75,0.0,GA
358,Inhambane,-23.865,35.3833,74.26,88,100,5.73,MZ
359,Tutoia,-2.7619,-42.2744,82.63,76,91,5.3,BR
360,Methoni,36.8197,21.7049,67.21,62,100,7.81,GR
361,Pitimbu,-7.4706,-34.8086,81.19,73,93,7.56,BR
362,Saint-Joseph,-21.3667,55.6167,82.2,81,22,11.9,RE
363,Andapa,-14.65,49.65,82.27,60,34,4.43,MG
364,Altus,34.6381,-99.334,50.56,76,0,6.91,US
365,Otradnoye,59.7775,30.8181,50.04,46,86,5.66,RU
366,Ramanuj Ganj,23.8,83.7,100.96,6,0,9.24,IN
367,Atar,20.5169,-13.0499,98.65,22,25,20.71,MR
368,Cockburn Town,21.4612,-71.1419,77.97,80,99,19.35,TC
369,Gushikawa,26.3544,127.8686,67.23,71,0,9.22,JP
370,Alexandria,31.2156,29.9553,94.1,18,61,15.84,EG
371,Viedma,-40.8135,-62.9967,57.94,79,33,7.38,AR
372,Bontang,0.1333,117.5,81.19,81,88,10.0,ID
373,Jiuquan,39.7432,98.5174,52.36,19,2,6.26,CN
374,Dongsheng,39.8161,109.9776,42.35,56,91,7.9,CN
375,Prince Rupert,54.3161,-130.3201,38.89,86,0,12.66,CA
376,Limbang,4.75,115.0,84.31,84,52,3.15,MY
377,Derzhavinsk,51.1,66.3167,62.56,37,60,7.81,KZ
378,Hadsund,56.7148,10.1168,57.94,46,73,3.4,DK
379,Adiake,5.2863,-3.304,77.77,87,100,4.94,CI
380,Rodeo,38.033,-122.2669,48.18,88,0,10.36,US
381,Acarau,-2.8856,-40.12,81.9,81,68,8.93,BR
382,Ponta Delgada,37.7333,-25.6667,65.12,68,20,17.27,PT
383,Anjangaon,21.1631,77.3094,103.08,9,1,9.78,IN
384,Santo Domingo,18.5001,-69.9886,75.04,90,75,1.99,DO
385,Deputatskiy,69.3,139.9,4.44,100,100,3.36,RU
386,Yaring,6.8662,101.3689,81.97,82,59,8.61,TH
387,Durban,-29.8579,31.0292,69.03,85,100,3.0,ZA
388,Petropavlovsk-Kamchatskiy,53.0452,158.6483,28.99,74,0,6.71,RU
389,Kuybysheve,47.358,36.6491,61.21,48,100,8.19,UA
390,Semnan,35.5729,53.3971,63.55,32,30,8.37,IR
391,Denpasar,-8.65,115.2167,83.86,83,20,5.75,ID
392,Bengkulu,-3.8004,102.2655,81.59,79,45,3.78,ID
393,Le Port,-20.9373,55.2919,84.16,70,11,0.29,RE
394,Ovsyanka,55.9575,92.5519,67.17,74,96,6.55,RU
395,Sao Jose De Ribamar,-2.5619,-44.0542,86.38,80,92,2.15,BR
396,Port-Gentil,-0.7193,8.7815,89.56,66,40,11.5,GA
397,Luderitz,-26.6481,15.1594,73.9,51,0,13.13,NA
398,Aksum,14.1245,38.7244,67.51,50,54,6.93,ET
399,Takoradi,4.8845,-1.7554,85.69,67,100,4.56,GH
400,Concarneau,47.875,-3.9225,65.82,78,100,6.73,FR
401,Cap-Aux-Meules,47.3821,-61.8597,44.65,87,100,24.16,CA
402,Swan Hill,-35.3378,143.5544,71.33,44,100,10.16,AU
403,Beringovskiy,63.05,179.3167,29.68,98,100,16.37,RU
404,Manaure,11.7751,-72.4445,80.06,77,100,14.32,CO
405,Jetpur,21.7333,70.6167,99.12,15,0,17.54,IN
406,Marsh Harbour,26.5412,-77.0636,75.52,77,18,11.83,BS
407,Biltine,14.5333,20.9167,102.88,13,15,6.64,TD
408,Arlit,18.7369,7.3853,87.75,9,100,8.32,NE
409,Dawei,14.0833,98.2,82.27,78,19,4.34,MM
410,Paamiut,61.994,-49.6678,26.64,85,100,4.47,GL
411,Barra Do Corda,-5.5,-45.25,79.57,87,100,1.45,BR
412,Ordubad,38.9059,46.0234,62.87,43,20,1.9,AZ
413,Bredy,52.4153,60.3411,53.46,46,6,4.32,RU
414,Bondo,3.8146,23.6866,94.46,35,96,3.58,CD
415,Harriston,43.9001,-80.883,26.89,84,98,5.75,CA
416,Mbandaka,0.0487,18.2603,86.04,58,86,1.07,CD
417,Farmington,36.7281,-108.2187,50.68,36,0,1.99,US
418,Soyo,-6.1349,12.3689,83.25,75,85,9.28,AO
419,Itaituba,-4.2761,-55.9836,77.16,94,100,0.0,BR
420,Mardin,37.3131,40.7436,69.06,25,75,5.75,TR
421,Hovd,48.0056,91.6419,54.12,16,0,4.68,MN
422,Puerto Escondido,15.85,-97.0667,77.83,78,0,5.75,MX
423,San Juan,-31.5375,-68.5364,63.72,45,15,1.72,AR
424,Moron,-34.6534,-58.6198,67.01,77,93,2.55,AR
425,Tilichiki,60.4667,166.1,12.11,98,44,6.04,RU
426,Chardara,41.2547,67.9692,82.09,28,40,1.99,KZ
427,La Ciotat,43.1748,5.6045,71.62,58,53,9.01,FR
428,Narsaq,60.9167,-46.05,32.22,79,99,1.36,GL
429,Port Blair,11.6667,92.75,86.04,66,40,2.3,IN
430,Pahrump,36.2083,-115.9839,51.26,43,0,3.0,US
431,Kirovsk,48.6375,38.6428,61.88,44,100,8.14,UA
432,Cefalu,38.0386,14.0229,55.54,86,44,11.01,IT
433,Kpalime,6.9,0.6333,91.58,48,92,2.86,TG
434,Monrovia,6.3005,-10.7969,85.77,78,100,0.6,LR
435,Tiznit,29.5833,-9.5,84.96,13,90,6.91,MA
436,Rafaela,-31.2503,-61.4867,62.98,50,49,3.0,AR
437,Kenai,60.5544,-151.2583,36.14,79,100,0.0,US
438,Bridlington,54.0831,-0.1919,62.53,79,100,15.41,GB
439,Alta Floresta,-9.8756,-56.0861,71.96,99,100,1.97,BR
440,Hami,42.8,93.45,65.01,11,0,3.24,CN
441,Fukue,32.6881,128.8419,60.12,52,15,11.03,JP
442,Salas,43.4118,-6.2602,67.96,48,100,4.83,ES
443,Port Hedland,-20.3167,118.5667,82.45,78,14,6.91,AU
444,Buzmeyin,38.0507,58.2056,56.93,82,100,16.11,TM
445,Mangai,-4.05,19.5333,84.67,63,99,3.29,CD
446,Santa Maria,-29.6842,-53.8069,56.5,94,20,5.75,BR
447,Shubarshi,48.5872,57.1869,63.27,38,72,4.9,KZ
448,Cap Malheureux,-19.9842,57.6142,80.47,88,36,8.01,MU
449,Marawi,7.9986,124.2928,69.96,96,100,1.88,PH
450,North Platte,41.1239,-100.7654,39.09,42,100,8.99,US
451,Karasjok,69.4719,25.5112,39.76,97,100,11.83,NO
452,Pangnirtung,66.1451,-65.7125,9.99,94,100,4.18,CA
453,Svetlogorsk,52.6333,29.7333,41.56,52,100,16.04,BY
454,Tsiroanomandidy,-18.7667,46.0333,84.29,47,4,0.89,MG
455,Turukhansk,65.8167,87.9833,21.52,93,100,14.92,RU
456,Lakes Entrance,-37.8811,147.981,62.17,63,100,8.23,AU
457,Masallatah,32.6167,14.0,64.63,57,3,23.94,LY
458,Kashi,39.4547,75.9797,70.81,17,32,4.47,CN
459,Myitkyina,25.3833,97.4,82.94,49,44,3.56,MM
460,Finote Selam,10.7,37.2667,76.48,40,100,2.3,ET
461,Wuhu,31.3366,118.3755,58.06,66,100,5.91,CN
462,Skara,58.3866,13.4384,55.62,50,44,3.0,SE
463,Dunedin,-45.8742,170.5036,53.8,78,77,8.01,NZ
464,Killybegs,54.6333,-8.45,55.11,91,100,4.97,IE
465,Coos Bay,43.3665,-124.2179,40.93,96,0,5.75,US
466,Naujamiestis,55.6869,24.1523,46.67,41,26,9.64,LT
467,Menongue,-14.6585,17.691,79.54,53,37,6.42,AO
468,Tzucacab,20.0667,-89.05,69.03,99,26,2.51,MX
469,Mount Isa,-20.7333,139.5,71.37,37,0,0.0,AU
470,Weatherford,32.7593,-97.7972,56.79,74,55,4.29,US
471,Gamba,-2.65,10.0,83.62,74,64,9.04,GA
472,Bathsheba,13.2167,-59.5167,79.41,83,75,17.27,BB
473,Bonthe,7.5264,-12.505,87.91,48,100,9.82,SL
474,Macomer,40.262,8.7699,60.33,35,0,20.04,IT
475,Wenling,28.3669,121.36,56.08,73,100,5.57,CN
476,Sandnessjoen,66.0217,12.6316,54.12,66,40,4.61,NO
477,Saint-Jean-De-Braye,47.913,1.9771,67.62,36,0,11.5,FR
478,Phan Thiet,10.9333,108.1,79.68,85,32,12.1,VN
479,Lensk,60.7253,114.9278,37.9,98,100,10.51,RU
480,Toora-Khem,52.4675,96.11,49.77,72,48,2.1,RU
481,Velika Plana,44.3339,21.0768,46.36,62,100,8.68,RS
482,Dondo,-19.6094,34.7431,83.71,80,75,6.53,MZ
483,Sangar,63.9242,127.4739,23.23,90,75,8.7,RU
484,Hamilton,39.1834,-84.5333,37.24,58,0,16.11,US
485,Jumla,29.2747,82.1838,62.44,39,84,3.67,NP
486,Sinait,17.8664,120.4583,85.98,69,70,4.47,PH
487,Lang Son,21.8333,106.7333,57.51,93,100,5.03,VN
488,Rocha,-34.4833,-54.3333,62.08,80,61,2.06,UY
489,Kodiak,57.79,-152.4072,35.11,93,100,3.44,US
490,San Vicente,-26.6167,-54.1333,61.7,60,26,1.59,AR
491,Pandan,14.0453,124.1694,78.69,83,49,9.69,PH
492,Ternate,0.8,127.4,81.73,79,100,5.5,ID
493,Oyama,36.3,139.8,62.58,66,99,5.75,JP
494,Cidreira,-30.1811,-50.2056,67.21,68,81,5.5,BR
495,Gazojak,41.1875,61.4036,71.89,33,100,19.53,TM
496,Peleduy,59.6289,112.7406,39.36,99,100,12.73,RU
497,Odoyev,53.9393,36.6864,36.54,87,100,13.27,RU
498,Punta Gorda,26.9298,-82.0454,75.97,91,25,3.0,US
499,Mamallapuram,12.6264,80.1722,91.45,71,22,15.41,IN
500,Touros,-5.1989,-35.4608,84.83,67,57,6.76,BR
501,Plettenberg Bay,-34.0527,23.3716,66.78,61,0,6.44,ZA
502,Hualmay,-11.0964,-77.6139,64.8,90,78,5.97,PE
503,Senno,59.5336,33.9167,42.15,59,45,4.59,RU
504,Bataipora,-22.2953,-53.2711,63.88,73,4,7.14,BR
505,Grand-Santi,4.25,-54.3833,75.24,93,92,2.8,GF
506,Shihezi,44.3,86.0333,71.53,10,0,8.75,CN
507,Laguna,38.421,-121.4238,48.18,79,0,8.05,US
508,Deep River,46.1001,-77.4995,31.95,70,87,9.17,CA
509,Sampit,-2.5333,112.95,79.2,80,80,4.0,ID
510,Fairbanks,64.8378,-147.7164,17.94,47,0,12.66,US
511,Levelland,33.5873,-102.378,50.81,44,0,10.63,US
512,Saint John,45.2727,-66.0677,40.23,94,100,13.8,CA
513,Xapuri,-10.6517,-68.5044,73.58,88,76,4.23,BR
514,Wajir,1.7471,40.0573,96.76,36,75,6.91,KE
515,Tessalit,20.1986,1.0114,82.76,15,76,13.31,ML
516,Tecolutla,20.4833,-97.0167,80.46,95,78,2.98,MX
517,Mbalmayo,3.5167,11.5,90.36,45,67,1.48,CM
518,Nemuro,43.3236,145.575,41.32,75,26,19.22,JP
519,Tazovskiy,67.4667,78.7,11.95,88,85,15.9,RU
520,Bunesti,46.8333,27.9667,47.43,43,100,14.9,RO
521,Usinsk,65.9939,57.5281,30.38,88,99,10.22,RU
522,Saint-Louis,16.3333,-15.0,83.84,11,71,13.04,SN
523,Juneau,58.3019,-134.4197,38.21,86,100,0.0,US
524,Angoram,-4.0625,144.0661,75.92,94,82,1.59,PG
525,La Esperanza,14.8667,-91.5667,54.54,75,31,3.29,GT
526,Kalmunai,7.4167,81.8167,85.26,73,75,13.2,LK
527,Buala,-8.145,159.5921,80.28,80,100,4.83,SB
528,Singaraja,-8.112,115.0882,82.58,80,93,1.7,ID
529,Shangrao,28.4532,117.9686,56.3,87,100,2.86,CN
530,Nanchang,28.6833,115.8833,54.3,88,100,2.75,CN
531,Ridgecrest,35.6225,-117.6709,53.65,48,0,3.44,US
532,Heihe,50.2441,127.4902,36.18,34,68,6.22,CN
533,Kula,38.5473,28.6498,60.71,59,100,5.99,TR
534,Porgera,-5.4667,143.2,43.74,98,84,0.76,PG
535,Kano,12.0001,8.5167,100.29,28,40,5.75,NG
536,Velizh,55.6056,31.1967,44.15,36,64,11.95,RU
537,Reconquista,-29.15,-59.65,59.54,78,31,5.79,AR
538,Luanshya,-13.1367,28.4166,77.45,60,58,5.06,ZM
539,Kununurra,-15.7667,128.7333,80.58,78,69,5.75,AU
540,Aras,42.5617,-2.356,68.41,35,0,9.22,ES
541,Kropotkin,45.4375,40.5756,70.72,39,67,7.2,RU
542,Popondetta,-8.7537,148.2534,75.99,89,100,2.89,PG
543,Barstow,34.8986,-117.0228,51.06,71,0,6.11,US
544,Karaton,-6.3424,106.1045,77.34,90,40,1.54,ID
545,Mattru,7.6244,-11.8332,95.97,32,92,2.15,SL
546,Parczew,51.6402,22.9006,48.81,47,81,11.23,PL
547,Twin Falls,42.3505,-114.6445,30.94,74,0,10.36,US
548,Road Town,18.4167,-64.6167,80.64,74,40,14.97,VG
549,Langxiang,46.95,128.8833,33.24,59,82,2.24,CN
550,Noyabrsk,63.1994,75.4507,23.05,77,100,14.0,RU
551,Arona,28.0996,-16.681,82.92,39,0,17.27,ES
552,Kutum,14.2,24.6667,94.03,12,13,6.98,SD
553,Tucurui,-3.7661,-49.6725,79.57,86,94,2.68,BR
554,Svetlyy,54.675,20.1347,48.25,46,36,9.33,RU
555,Shelburne,44.0787,-80.2041,28.85,88,83,12.77,CA
556,Zhezkazgan,47.8043,67.7144,76.98,25,0,11.18,KZ
557,Ahuimanu,21.4447,-157.8378,73.2,83,20,6.91,US
558,Catio,11.2833,-15.25,95.83,20,66,1.1,GW
559,Vestmanna,62.1564,-7.1664,47.32,93,100,16.11,FO
560,Alice Springs,-23.7,133.8833,83.75,26,75,3.44,AU
561,Hailun,47.45,126.9333,40.69,45,81,3.76,CN
562,Nsanje,-16.92,35.262,84.61,62,64,7.38,MW
563,Eyl,7.9803,49.8164,88.75,59,31,16.62,SO
564,Zhizdra,53.746,34.7395,36.28,94,100,12.59,RU
565,Los Llanos De Aridane,28.6585,-17.9182,67.75,78,20,16.11,ES
566,Pafos,34.7667,32.4167,85.23,13,0,17.27,CY
567,Alyangula,-13.8483,136.4192,73.27,100,95,0.0,AU
568,Nyagan,62.1406,65.3936,32.11,79,100,0.47,RU
569,Waipawa,-41.4122,175.5153,45.88,83,23,5.28,NZ
570,Libreville,0.3925,9.4537,86.02,70,40,6.91,GA
571,Xinglongshan,43.9561,125.4661,42.55,31,71,2.24,CN
572,Miracema Do Tocantins,-9.5618,-48.3967,74.05,96,100,3.38,BR
573,Quatre Cocos,-20.2078,57.7625,80.1,85,64,14.52,MU
574,Grand Gaube,-20.0064,57.6608,80.38,88,40,8.01,MU
575,Miura,35.14,139.6192,59.0,89,97,9.91,JP
576,Cao Bang,22.6667,106.25,60.08,97,100,1.16,VN
577,Inongo,-1.95,18.2667,80.04,73,99,3.27,CD
578,Bitung,1.4451,125.1824,79.65,82,99,5.7,ID
579,Yeppoon,-23.1333,150.7333,71.38,72,0,13.04,AU
580,Talnakh,69.4865,88.3972,15.21,94,99,11.7,RU
581,Valle Hermoso,25.6667,-97.8333,78.69,96,55,9.98,MX
